app_name,bundle_id,category_zh,category_en,action_en,action_zh_original,action_zh_final,status,key,is_default_suggested,is_default_current_algo,default_eligible,single_key,dup_group,item_id
Cyberduck,ch.sudo.cyberduck,全局,Global,Go to dashboard,转到dashboard,转到dashboard,待翻译,D,,,,✓,,remote.cyberduck.global.07556c9e29
Cyberduck,ch.sudo.cyberduck,全局,Global,Browse to a project,Browse to a project,Browse to a project,待翻译,P,,,,✓,,remote.cyberduck.global.ded97bbe2b
Cyberduck,ch.sudo.cyberduck,全局,Global,Go to agile,转到agile,转到agile,待翻译,A,,,,✓,,remote.cyberduck.global.41bab1e0b7
Cyberduck,ch.sudo.cyberduck,全局,Global,Find issues,查找 issues,查找 issues,待翻译,I,,,,✓,,remote.cyberduck.global.556aa489d6
Cyberduck,ch.sudo.cyberduck,全局,Global,Administration quick search,Administration quick 搜索,Administration quick 搜索,待翻译,G,,,,✓,,remote.cyberduck.global.8478ca4fe7
Cyberduck,ch.sudo.cyberduck,全局,Global,Quick search,Quick 搜索,Quick 搜索,待翻译,/,,,,✓,,remote.cyberduck.global.303a470248
Cyberduck,ch.sudo.cyberduck,全局,Global,Create an issue,Create an 事项,Create an 事项,待翻译,C,,,,✓,,remote.cyberduck.global.ef2e953a25
Cyberduck,ch.sudo.cyberduck,全局,Global,Quick operation,Quick operation,Quick operation,待翻译,.,,,,✓,,remote.cyberduck.global.bd041c3796
Cyberduck,ch.sudo.cyberduck,全局,Global,Open shortcut help,打开 shortcut help,打开 shortcut help,待翻译,/,,,,✓,,remote.cyberduck.global.589866f54d
Cyberduck,ch.sudo.cyberduck,全局,Global,From submit,From submit,From submit,待翻译,S,,,,✓,,remote.cyberduck.global.055ea1b744
Cyberduck,ch.sudo.cyberduck,议题操作,Issue Action,Edit issue,编辑事项,编辑事项,原本已是中文,E,,,,✓,,remote.cyberduck.issue-action.728572c8ad
Cyberduck,ch.sudo.cyberduck,议题操作,Issue Action,Assign issue,Assign 事项,Assign 事项,待翻译,A,,,,✓,,remote.cyberduck.issue-action.d14192394a
Cyberduck,ch.sudo.cyberduck,议题操作,Issue Action,Comment on issue,Comment on issue,Comment on issue,待翻译,M,,,,✓,,remote.cyberduck.issue-action.5cdd1d0995
Cyberduck,ch.sudo.cyberduck,议题操作,Issue Action,Edit issue labels,编辑事项 labels,编辑事项 labels,待翻译,I,,,,✓,,remote.cyberduck.issue-action.e35899120e
Cyberduck,ch.sudo.cyberduck,议题操作,Issue Action,Jump to fields for editing,Jump to fields for editing,Jump to fields for editing,待翻译,",",,,,✓,,remote.cyberduck.issue-action.62cbdec731
Cyberduck,ch.sudo.cyberduck,议题操作,Issue Action,Assign to me,分配给我,分配给我,原本已是中文,I,,,,✓,,remote.cyberduck.issue-action.bb9320ce8e
Cyberduck,ch.sudo.cyberduck,议题导航,Navigating Issues,View selected issue,视图所选事项,视图所选事项,原本已是中文,O,,,,✓,,remote.cyberduck.navigating-issues.b23d484a0e
Cyberduck,ch.sudo.cyberduck,议题导航,Navigating Issues,Next issue,下一个事项,下一个事项,原本已是中文,J,,,,✓,,remote.cyberduck.navigating-issues.d753f2a95d
Cyberduck,ch.sudo.cyberduck,议题导航,Navigating Issues,Previous issue,上一个事项,上一个事项,原本已是中文,K,,,,✓,,remote.cyberduck.navigating-issues.0d2677a435
Cyberduck,ch.sudo.cyberduck,议题导航,Navigating Issues,Dock/undock the filters panel,Dock/undock the filters panel,Dock/undock the filters panel,待翻译,[,,,,✓,,remote.cyberduck.navigating-issues.eb875e5fa1
Cyberduck,ch.sudo.cyberduck,议题导航,Navigating Issues,Next activity,下一个 activity,下一个 activity,待翻译,N,,,,✓,,remote.cyberduck.navigating-issues.cede6527e0
Cyberduck,ch.sudo.cyberduck,议题导航,Navigating Issues,Previous activity,上一个 activity,上一个 activity,待翻译,P,,,,✓,,remote.cyberduck.navigating-issues.2388fe3caf
Cyberduck,ch.sudo.cyberduck,议题导航,Navigating Issues,Focus search field,Focus 搜索 field,Focus 搜索 field,待翻译,F,,,,✓,,remote.cyberduck.navigating-issues.5fb18ab2be
Cyberduck,ch.sudo.cyberduck,议题导航,Navigating Issues,Search for issues,Search for issues,Search for issues,待翻译,U,,,,✓,,remote.cyberduck.navigating-issues.e6e8602959
Cyberduck,ch.sudo.cyberduck,议题导航,Navigating Issues,Switch filter view,Switch 滤镜视图,Switch 滤镜视图,待翻译,T,,,,✓,,remote.cyberduck.navigating-issues.737645dd58
Cyberduck,ch.sudo.cyberduck,议题导航,Navigating Issues,Details view order by,Details view order by,Details view order by,待翻译,Z,,,,✓,,remote.cyberduck.navigating-issues.2b07f78ae3
Cyberduck,ch.sudo.cyberduck,敏捷快捷键,Agile Shortcuts,Backlog,Backlog,Backlog,待翻译,1,,,,✓,,remote.cyberduck.agile-shortcuts.3d53459cf0
Cyberduck,ch.sudo.cyberduck,敏捷快捷键,Agile Shortcuts,Active sprints/ Kanban board,Active sprints/ Kanban board,Active sprints/ Kanban board,待翻译,2,,,,✓,,remote.cyberduck.agile-shortcuts.908fc8c015
Cyberduck,ch.sudo.cyberduck,敏捷快捷键,Agile Shortcuts,Reports,Reports,Reports,待翻译,3,,,,✓,,remote.cyberduck.agile-shortcuts.0102679061
Cyberduck,ch.sudo.cyberduck,敏捷快捷键,Agile Shortcuts,Presentation mode,Presentation 模式,Presentation 模式,待翻译,Z,,,,✓,,remote.cyberduck.agile-shortcuts.51b337597c
Cyberduck,ch.sudo.cyberduck,敏捷快捷键,Agile Shortcuts,Next column,下一个列,下一个列,原本已是中文,N,,,,✓,,remote.cyberduck.agile-shortcuts.57da2288c9
Cyberduck,ch.sudo.cyberduck,敏捷快捷键,Agile Shortcuts,Previous column,上一个列,上一个列,原本已是中文,P,,,,✓,,remote.cyberduck.agile-shortcuts.26fb7d9184
Cyberduck,ch.sudo.cyberduck,敏捷快捷键,Agile Shortcuts,Hide/Show Details,隐藏/显示 Details,隐藏/显示 Details,待翻译,T,,,,✓,,remote.cyberduck.agile-shortcuts.53ab1bfccd
Cyberduck,ch.sudo.cyberduck,敏捷快捷键,Agile Shortcuts,Toggle all swimlanes,切换all swimlanes,切换all swimlanes,待翻译,-,,,,✓,,remote.cyberduck.agile-shortcuts.458eb47d63
Cyberduck,ch.sudo.cyberduck,敏捷快捷键,Agile Shortcuts,Send to top,Send to top,Send to top,待翻译,T,,,,✓,,remote.cyberduck.agile-shortcuts.f0816b08c9
Cyberduck,ch.sudo.cyberduck,敏捷快捷键,Agile Shortcuts,Send to bottom,Send to bottom,Send to bottom,待翻译,B,,,,✓,,remote.cyberduck.agile-shortcuts.74dd7c18ba
Around,co.teamport.around,通用,General,Type or Paste link,Type or Paste link,Type or Paste link,待翻译,T,,,,✓,,remote.around.general.2ceb17878a
Around,co.teamport.around,通用,General,Raise hand,举手,举手,原本已是中文,H,,,,✓,,remote.around.general.3052f113c7
Around,co.teamport.around,通用,General,Wave hello / bye 👋,Wave hello / bye 👋,Wave hello / bye 👋,待翻译,W,,,,✓,,remote.around.general.d0bda91d66
Around,co.teamport.around,通用,General,Thumbs up,Thumbs 上,Thumbs 上,待翻译,U,,,,✓,,remote.around.general.b24d063628
Around,co.teamport.around,通用,General,Change filter,Change 滤镜,Change 滤镜,待翻译,F,,,,✓,,remote.around.general.aa18d170b7
Around,co.teamport.around,通用,General,Mute microphone,Mute microphone,Mute microphone,待翻译,M,,,,✓,,remote.around.general.8e18466cd8
Around,co.teamport.around,通用,General,Share screen,共享屏幕,共享屏幕,原本已是中文,S,,,,✓,,remote.around.general.0ee244e15f
Around,co.teamport.around,通用,General,Minimal mode,Minimal 模式,Minimal 模式,待翻译,E,,,,✓,,remote.around.general.8bf52bc420
Around,co.teamport.around,通用,General,Vertical layout,垂直 layout,垂直 layout,待翻译,B,,,,✓,,remote.around.general.965bfa9f0f
Around,co.teamport.around,通用,General,Hide self view,隐藏 self 视图,隐藏 self 视图,待翻译,V,,,,✓,,remote.around.general.efe146c399
Around,co.teamport.around,通用,General,Preferences,偏好设置,偏好设置,原本已是中文,"⌘,",,✓,✓,,,remote.around.general.17bcf963f3
1Password,com.1password.1password,全局快捷键,Global Shortcuts,Fill Login on current web page,Fill Login on current web page,Fill Login on current web page,待翻译,⌘\,,,✓,,,remote.1password.global-shortcuts.0ea79d386c
1Password,com.1password.1password,全局快捷键,Global Shortcuts,Show 1Password mini.,显示 1Password mini,显示 1Password mini,待翻译,⌥⌘\,,✓,✓,,,remote.1password.global-shortcuts.3200f91287
1Password,com.1password.1password,全局快捷键,Global Shortcuts,Lock 1Password.,锁定 1Password,锁定 1Password,待翻译,⌃⌥⌘L,,✓,✓,,,remote.1password.global-shortcuts.a78c8cb07b
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Open the 1Password Preferences window.,Open the 1Password Preferences window,Open the 1Password Preferences window,待翻译,"⌘,",,,✓,,,remote.1password.main-app-shortcuts.54ec47b1db
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Previous category (in the sidebar).,Previous category (in the sidebar),Previous category (in the sidebar),待翻译,⌘[,,,✓,,,remote.1password.main-app-shortcuts.ef06a47f3e
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Next category (in the sidebar).,Next category (in the sidebar),Next category (in the sidebar),待翻译,⌘30,,,✓,,,remote.1password.main-app-shortcuts.b1fad872d3
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Close window.,关闭窗口,关闭窗口,原本已是中文,⌘W,,,✓,,,remote.1password.main-app-shortcuts.95943ebe45
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Minimize window.,最小化窗口,最小化窗口,原本已是中文,⌘M,,,✓,,,remote.1password.main-app-shortcuts.17f171e024
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Switch to All Vaults.,切换到All Vaults,切换到All Vaults,待翻译,⌘0,,,✓,,G1,remote.1password.main-app-shortcuts.efcad0af67
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Switch to first vault.,切换到first vault,切换到first vault,待翻译,⌘1,,,✓,,,remote.1password.main-app-shortcuts.2a32f0965f
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Switch to second vault,切换到second vault,切换到second vault,待翻译,⌘2,,,✓,,,remote.1password.main-app-shortcuts.f46d21ab8a
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Create a new item,Create a new 项目,Create a new 项目,待翻译,⌘N,,,✓,,,remote.1password.main-app-shortcuts.6e66fb8a08
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Copy the password of the currently selected item.,Copy the password of the currently selected item,Copy the password of the currently selected item,待翻译,⇧⌘C,,,✓,,G2,remote.1password.main-app-shortcuts.49d06999c5
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Edit the currently selected item.,Edit the currently selected item,Edit the currently selected item,待翻译,⌘E,,,✓,,G3,remote.1password.main-app-shortcuts.d20756d6c5
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Cancel editing of the current item.,Cancel editing of the current item,Cancel editing of the current item,待翻译,⌘.,,,✓,,G4,remote.1password.main-app-shortcuts.7ed582001b
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Save the item that is being edited,Save the item that is being edited,Save the item that is being edited,待翻译,⌘S,,,✓,,G5,remote.1password.main-app-shortcuts.dc82487e78
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Duplicate currently selected item,创建副本 currently 所选项目,创建副本 currently 所选项目,待翻译,⌘D,,,✓,,,remote.1password.main-app-shortcuts.cb05768a19
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Toggle View > Conceal Passwords.,Toggle View > Conceal Passwords,Toggle View > Conceal Passwords,待翻译,⌃⌘P,,✓,✓,,,remote.1password.main-app-shortcuts.fe56eb75c9
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Find item.,查找项目,查找项目,原本已是中文,⌘F,,,✓,,,remote.1password.main-app-shortcuts.0310a0921d
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Show search Options,显示搜索 Options,显示搜索 Options,待翻译,⌃⌥⌘F,,✓,✓,,,remote.1password.main-app-shortcuts.fb5db46660
1Password,com.1password.1password,主要应用快捷键,Main App Shortcuts,Quit 1Password and 1Password mini,Quit 1Password and 1Password mini,Quit 1Password and 1Password mini,待翻译,⌃⌘Q,,,✓,,,remote.1password.main-app-shortcuts.40d64f4189
1Password,com.1password.1password,1Password Mini App快捷键,1Password Mini App Shortcuts,Open 1Password mini preferences,打开 1Password mini 偏好设置,打开 1Password mini 偏好设置,待翻译,"⌘,",,✓,✓,,,remote.1password.1password-mini-app-shortcuts.9c4e3d93db
1Password,com.1password.1password,1Password Mini App快捷键,1Password Mini App Shortcuts,Show item details.,显示项目 details,显示项目 details,待翻译,→,,,,✓,,remote.1password.1password-mini-app-shortcuts.052a13d263
1Password,com.1password.1password,1Password Mini App快捷键,1Password Mini App Shortcuts,Hide item details.,隐藏项目 details,隐藏项目 details,待翻译,←,,,,✓,,remote.1password.1password-mini-app-shortcuts.6bfc9f2477
1Password,com.1password.1password,1Password Mini App快捷键,1Password Mini App Shortcuts,Switch to All Vaults,切换到All Vaults,切换到All Vaults,待翻译,⌘0,,✓,✓,,G1,remote.1password.1password-mini-app-shortcuts.3d4afb0eb4
1Password,com.1password.1password,1Password Mini App快捷键,1Password Mini App Shortcuts,Switch between individual vaults 1-9.,Switch between individual vaults 1-9,Switch between individual vaults 1-9,待翻译,⌘1,,,✓,,,remote.1password.1password-mini-app-shortcuts.eebe828dac
1Password,com.1password.1password,1Password Mini App快捷键,1Password Mini App Shortcuts,Copy the password of the currently selected item.,Copy the password of the currently selected item,Copy the password of the currently selected item,待翻译,⇧⌘C,,,✓,,G2,remote.1password.1password-mini-app-shortcuts.49d06999c5
1Password,com.1password.1password,1Password Mini App快捷键,1Password Mini App Shortcuts,Edit the currently selected item.,Edit the currently selected item,Edit the currently selected item,待翻译,⌘E,,,✓,,G3,remote.1password.1password-mini-app-shortcuts.d20756d6c5
1Password,com.1password.1password,1Password Mini App快捷键,1Password Mini App Shortcuts,Cancel editing of the current item.,Cancel editing of the current item,Cancel editing of the current item,待翻译,⌘.,,,✓,,G4,remote.1password.1password-mini-app-shortcuts.7ed582001b
1Password,com.1password.1password,1Password Mini App快捷键,1Password Mini App Shortcuts,Save the item that is being edited.,Save the item that is being edited,Save the item that is being edited,待翻译,⌘S,,,✓,,G5,remote.1password.1password-mini-app-shortcuts.4c1d81a7d3
1Password,com.1password.1password,1Password Mini App快捷键,1Password Mini App Shortcuts,"Anchor the currently selected item, opening its details in a window.","Anchor the currently selected item, opening its details in a window","Anchor the currently selected item, opening its details in a window",待翻译,⌘O,,,✓,,,remote.1password.1password-mini-app-shortcuts.ee7e454b99
1Password,com.1password.1password,1Password Mini App快捷键,1Password Mini App Shortcuts,Dismiss the 1Password mini pop up,Dismiss the 1Password mini pop up,Dismiss the 1Password mini pop up,待翻译,⎋,,,,✓,,remote.1password.1password-mini-app-shortcuts.b8682fba13
Fork,com.DanPristupov.Fork,Git操作,Git Actions,Commit,提交,提交,原本已是中文,⌘36,,,✓,,,remote.fork.git-actions.8a3528acb3
Fork,com.DanPristupov.Fork,Git操作,Git Actions,Commit and Push,Commit and Push,Commit and Push,待翻译,⇧⌘36,,,✓,,,remote.fork.git-actions.25a08f336e
Fork,com.DanPristupov.Fork,Git操作,Git Actions,Fetch,Fetch,Fetch,待翻译,⇧⌘F,,,✓,,,remote.fork.git-actions.42ad6d829e
Fork,com.DanPristupov.Fork,Git操作,Git Actions,Pull,Pull,Pull,待翻译,⇧⌘L,,,✓,,,remote.fork.git-actions.b172721c35
Fork,com.DanPristupov.Fork,Git操作,Git Actions,Push,Push,Push,待翻译,⇧⌘P,,,✓,,,remote.fork.git-actions.fbb1688d6a
Fork,com.DanPristupov.Fork,Git操作,Git Actions,New Branch,新建Branch,新建Branch,待翻译,⇧⌘B,,✓,✓,,,remote.fork.git-actions.8385fe74f5
Fork,com.DanPristupov.Fork,Git操作,Git Actions,Create Stash,Create Stash,Create Stash,待翻译,⇧⌘H,,✓,✓,,,remote.fork.git-actions.da969f1918
Fork,com.DanPristupov.Fork,导航,Navigation,Show Changes,显示 Changes,显示 Changes,待翻译,⌘1,,✓,✓,,,remote.fork.navigation.9354e4edb1
Fork,com.DanPristupov.Fork,导航,Navigation,Show All Commits,显示全部 Commits,显示全部 Commits,待翻译,⌘2,,✓,✓,,,remote.fork.navigation.fc99b3b706
Fork,com.DanPristupov.Fork,导航,Navigation,Reveal HEAD,Reveal HEAD,Reveal HEAD,待翻译,⌘0,,,✓,,,remote.fork.navigation.a6fafa578a
Fork,com.DanPristupov.Fork,导航,Navigation,Quick Launch,Quick Launch,Quick Launch,待翻译,⌘P,,,✓,,,remote.fork.navigation.b0999f6a74
Fork,com.DanPristupov.Fork,导航,Navigation,Search Commits,搜索 Commits,搜索 Commits,待翻译,⌘F,,,✓,,,remote.fork.navigation.2e2b9bee0e
Fork,com.DanPristupov.Fork,仓库,Repository,Open Repository,打开仓库,打开仓库,原本已是中文,⌘O,,✓,✓,,,remote.fork.repository.60bc77c417
Fork,com.DanPristupov.Fork,仓库,Repository,Refresh,刷新,刷新,原本已是中文,⌘R,,,✓,,,remote.fork.repository.75aab72d27
Fork,com.DanPristupov.Fork,仓库,Repository,Checkout Branch,Checkout 分支,Checkout 分支,待翻译,⌘B,,,✓,,,remote.fork.repository.80e2a0caad
Fork,com.DanPristupov.Fork,仓库,Repository,New Tab,新建标签页,新建标签页,原本已是中文,⌘T,,✓,✓,,,remote.fork.repository.26ef4c66c1
Fork,com.DanPristupov.Fork,仓库,Repository,Close Tab,关闭标签页,关闭标签页,原本已是中文,⌘W,,,✓,,,remote.fork.repository.c7885432cf
Airtable,com.FormaGrid.Airtable,展开记录,Expanded record,Close expanded record.,关闭已展开 record,关闭已展开 record,待翻译,⎋,,,,✓,,remote.airtable.expanded-record.acaca036d9
Airtable,com.FormaGrid.Airtable,展开记录,Expanded record,Move to next record while viewing an expanded record.,Move to next record while viewing an expanded record,Move to next record while viewing an expanded record,待翻译,⌃⇧.,,✓,✓,,,remote.airtable.expanded-record.32677745af
Airtable,com.FormaGrid.Airtable,展开记录,Expanded record,Move to previous record while viewing an expanded record.,Move to previous record while viewing an expanded record,Move to previous record while viewing an expanded record,待翻译,"⌃⇧,",,✓,✓,,,remote.airtable.expanded-record.e1f4193993
Airtable,com.FormaGrid.Airtable,看板视图,Kanban view,Scroll all stacks to top or bottom.,Scroll all stacks to top or bottom,Scroll all stacks to top or bottom,待翻译,⌘↑,,✓,✓,,,remote.airtable.kanban-view.2e8170d4d8
Airtable,com.FormaGrid.Airtable,看板视图,Kanban view,Scroll kanban board to the left or right edge.,Scroll kanban board to the left or right edge,Scroll kanban board to the left or right edge,待翻译,⌘←,,,✓,,,remote.airtable.kanban-view.2554a4666c
Airtable,com.FormaGrid.Airtable,看板视图,Kanban view,Scroll kanban board to the left or right by one stack.,Scroll kanban board to the left or right by one stack,Scroll kanban board to the left or right by one stack,待翻译,←,,,,✓,,remote.airtable.kanban-view.76dc23217d
Airtable,com.FormaGrid.Airtable,画廊视图,Gallery view,Scroll to edge of gallery.,Scroll to edge of gallery,Scroll to edge of gallery,待翻译,⌘↑,,✓,✓,,,remote.airtable.gallery-view.8d2485c1b7
Airtable,com.FormaGrid.Airtable,网格视图,Grid view,Edit the selected cell.,Edit the selected cell,Edit the selected cell,待翻译,↩,,,,✓,,remote.airtable.grid-view.f2f8c971e8
Airtable,com.FormaGrid.Airtable,网格视图,Grid view,Insert a record below the selected cell.,Insert a record below the selected cell,Insert a record below the selected cell,待翻译,⇧↩,,,✓,,,remote.airtable.grid-view.13e8669368
Airtable,com.FormaGrid.Airtable,网格视图,Grid view,Select range of cells.,Select range of cells,Select range of cells,待翻译,⇧←,,,✓,,,remote.airtable.grid-view.a1afb216a2
Airtable,com.FormaGrid.Airtable,网格视图,Grid view,Jump to edge of table and select cells.,Jump to edge of table and select cells,Jump to edge of table and select cells,待翻译,⇧⌘←,,✓,✓,,,remote.airtable.grid-view.b6c6cd8125
Airtable,com.FormaGrid.Airtable,网格视图,Grid view,Jump to the edge of the table.,Jump to the edge of the table,Jump to the edge of the table,待翻译,⌘←,,,✓,,,remote.airtable.grid-view.b297a3a195
Airtable,com.FormaGrid.Airtable,网格视图,Grid view,Scrolls one screen left or right.,Scrolls one screen left or right,Scrolls one screen left or right,待翻译,⌥Page Up,,,✓,,,remote.airtable.grid-view.23aa379db7
Airtable,com.FormaGrid.Airtable,网格视图,Grid view,Scrolls one screen up or down.,Scrolls one screen up or down,Scrolls one screen up or down,待翻译,Page Up,,,,✓,,remote.airtable.grid-view.f3373f6f86
Airtable,com.FormaGrid.Airtable,网格视图,Grid view,Expand the active cell (you can then use arrow keys to move to different cells).,Expand the active cell (you can then use arrow keys to move to different cells),Expand the active cell (you can then use arrow keys to move to different cells),待翻译,⇧Space,,,✓,,,remote.airtable.grid-view.ddb6f56319
Airtable,com.FormaGrid.Airtable,网格视图,Grid view,Expand the active record (use Esc to return to table).,Expand the active record (use Esc to return to table),Expand the active record (use Esc to return to table),待翻译,Space,,,,✓,,remote.airtable.grid-view.9334544b68
Airtable,com.FormaGrid.Airtable,网格视图,Grid view,Paste a cell ( you can paste the same value into multiple selected cells at once).,Paste a cell ( you can paste the same value into multiple selected cells at once),Paste a cell ( you can paste the same value into multiple selected cells at once),待翻译,⌘V,,,✓,,,remote.airtable.grid-view.0a472b7064
Airtable,com.FormaGrid.Airtable,网格视图,Grid view,Cut a cell or range of cells.,Cut a cell or range of cells,Cut a cell or range of cells,待翻译,⌘X,,,✓,,,remote.airtable.grid-view.87b39be860
Airtable,com.FormaGrid.Airtable,网格视图,Grid view,Copy a cell or range of cells.,Copy a cell or range of cells,Copy a cell or range of cells,待翻译,⌘C,,,✓,,,remote.airtable.grid-view.66f6f9d300
Airtable,com.FormaGrid.Airtable,通用,General,Sets the selected date/datetime field to now.,Sets the selected date/datetime field to now,Sets the selected date/datetime field to now,待翻译,,,,,,,remote.airtable.general.b4218c53fc
